0.1,0.1631
0.2,0.53475
0.3,0.87617
0.4,1.67512
0.5,1.96877
0.6,2.24322
0.7,2.06102
0.8,2.30374
0.9,2.53319
1,3.02827
1.1,3.23512
1.2,3.43225
1.3,3.62054
1.4,3.89226
1.5,4.06506
1.6,4.23102
1.7,4.1984
1.8,4.3522
1.9,4.50058
2,4.65376
2.1,4.79234
2.2,4.92649
2.3,4.88879
2.4,5.3865
2.5,5.50892
2.6,5.52445
2.7,5.64012
2.8,5.7527
2.9,5.55345
3,5.66029
3.1,5.76449
3.2,6.1108
3.3,6.21007
3.4,6.2829
3.5,6.33558
3.6,6.56244
3.7,6.79337
3.8,6.53968
3.9,6.54215
4,6.72221
4.1,6.82589
4.2,6.8108
4.3,7.04279
4.4,7.35014
4.5,7.42747
4.6,7.49432
4.7,7.5689
4.8,7.42753
4.9,7.49956
5,7.57037
5.1,7.4199
5.2,7.4884
5.3,7.65327
5.4,7.71961
5.5,7.98412
5.6,8.04843
5.7,8.11177
5.8,8.01226
5.9,8.07375
5.99999999999999,8.13434
6.09999999999999,8.11437
6.19999999999999,8.17327
6.29999999999999,8.23135
6.39999999999999,8.60564
6.49999999999999,8.66216
6.59999999999999,8.71793
6.69999999999999,8.53122
6.79999999999999,8.58555
6.89999999999999,8.63918
6.99999999999999,8.69213
7.09999999999999,8.9375
7.19999999999999,8.98915
7.29999999999999,9.04018
7.39999999999999,9.09059
7.49999999999999,8.98533
7.59999999999999,9.03456
7.69999999999999,9.08322
7.79999999999999,9.13132
7.89999999999999,9.05506
7.99999999999999,9.10208
8.09999999999999,9.14858
8.19999999999999,9.19458
8.29999999999999,9.4797
8.39999999999999,9.52471
8.49999999999999,9.56924
8.59999999999999,9.61331
8.69999999999999,9.65691
8.79999999999998,9.56653
8.89999999999998,9.60925
8.99999999999998,9.65154
9.09999999999998,9.69341
9.19999999999998,9.82593
9.29999999999998,9.86697
9.39999999999998,9.90763
9.49999999999998,9.94789
9.59999999999998,9.98777
9.69999999999998,9.86573
9.79999999999998,9.90486
9.89999999999998,9.94364
9.99999999999998,9.98206
